evidence_span_id,gold_resource_area,gold_is_determination,gold_determination_class,gold_determination_scope,gold_primary_threshold_type,gold_primary_threshold_status,gold_mitigation_link,gold_evidence_span_ok,gold_needs_human_review,gold_notes,labeler,labeler_confidence
7853d48694a563197dcc25cdc4499714d4e399188a7f13498ccfb0a9a79ccbbb,socioeconomic,TRUE,less_than_significant,programmatic_or_tiered,none,,FALSE,TRUE,FALSE,,codex,high
ff5a08c4797f92867ab34a1099365f072c4af73d7224c72993ead129d23b3ff9,soils_geology,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.,codex,medium
ff5a08c4797f92867ab34a1099365f072c4af73d7224c72993ead129d23b3ff9,transportation,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.,codex,medium
78f51a371e4d537fb9f4724969cbf87b4c4e6ad6e8a9f87b7e8440cdb2eac6e4,air_quality,TRUE,significant_adverse,alternative_specific,none,,FALSE,TRUE,FALSE,Evidence states a significant adverse/significant impact for this resource.,codex,high
78f51a371e4d537fb9f4724969cbf87b4c4e6ad6e8a9f87b7e8440cdb2eac6e4,climate_ghg,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.,codex,medium
78f51a371e4d537fb9f4724969cbf87b4c4e6ad6e8a9f87b7e8440cdb2eac6e4,transportation,TRUE,significant_adverse,alternative_specific,none,,FALSE,TRUE,FALSE,Evidence states a significant adverse/significant impact for this resource.,codex,high
78f51a371e4d537fb9f4724969cbf87b4c4e6ad6e8a9f87b7e8440cdb2eac6e4,socioeconomic,TRUE,significant_adverse,alternative_specific,none,,FALSE,TRUE,FALSE,Evidence states a significant adverse/significant impact for this resource.,codex,high
fbc5425fe16995bbe212bb8210739bdadfa9e009eb0a52242080d04e11f5e827,water,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
ee3a12c6f08825c38984764d49d9dac05d528b4058b821f7cc1f97f2d6d6ec7c,soils_geology,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
ee3a12c6f08825c38984764d49d9dac05d528b4058b821f7cc1f97f2d6d6ec7c,transportation,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
ee3a12c6f08825c38984764d49d9dac05d528b4058b821f7cc1f97f2d6d6ec7c,public_health,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
bfff608ff19c37ad69d16413f6d3debe2a4648578bdd3a458b47e413ac4a8f39,soils_geology,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
bfff608ff19c37ad69d16413f6d3debe2a4648578bdd3a458b47e413ac4a8f39,land_use,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
bfff608ff19c37ad69d16413f6d3debe2a4648578bdd3a458b47e413ac4a8f39,socioeconomic,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
bfff608ff19c37ad69d16413f6d3debe2a4648578bdd3a458b47e413ac4a8f39,public_health,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
39ce276038a5185b3231a10511c90d03b222e00a11c73abea405cc116f084684,socioeconomic,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
4afcec5cde58206ba14e8c0fde866c6acd2821ec23976ed5f0b8a62e72b63b9e,air_quality,TRUE,significant_unavoidable,alternative_specific,none,,TRUE,TRUE,FALSE,Evidence states significant impact remains unavoidable/not fully mitigable.,codex,high
3ade9987e5a67c688578775fc6fbc5503d81b2cd6c4d25dd02af41ae1fa824f0,air_quality,TRUE,less_than_significant,resource_specific,NAAQS,unknown,FALSE,TRUE,FALSE,Determination is tied to a regulatory or quantitative threshold in the evidence text.,codex,high
3ade9987e5a67c688578775fc6fbc5503d81b2cd6c4d25dd02af41ae1fa824f0,climate_ghg,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
0deeaa4853cff3dd85a603073ffecb5ca323d3df8b7ea1ed3aabaa429772c595,land_use,TRUE,significant_unavoidable,alternative_specific,none,,TRUE,TRUE,FALSE,Evidence states significant impact remains unavoidable/not fully mitigable.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
0deeaa4853cff3dd85a603073ffecb5ca323d3df8b7ea1ed3aabaa429772c595,socioeconomic,TRUE,significant_unavoidable,alternative_specific,none,,TRUE,TRUE,FALSE,Evidence states significant impact remains unavoidable/not fully mitigable.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
d2c0faa8c464a9b0788a04bc7f5907e932f5c5d64b54ebfe8be0e7edfc35ac3e,land_use,TRUE,significant_unavoidable,alternative_specific,none,,TRUE,TRUE,FALSE,Evidence states significant impact remains unavoidable/not fully mitigable.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
d2c0faa8c464a9b0788a04bc7f5907e932f5c5d64b54ebfe8be0e7edfc35ac3e,socioeconomic,TRUE,significant_unavoidable,alternative_specific,none,,TRUE,TRUE,FALSE,Evidence states significant impact remains unavoidable/not fully mitigable.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
e6adc9b7ed9dba7df23ebc940105880dcbe4d3f70b502af8fe72d636b38258c6,transportation,TRUE,significant_adverse,resource_specific,none,,FALSE,TRUE,FALSE,Evidence states a significant adverse/significant impact for this resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
e6adc9b7ed9dba7df23ebc940105880dcbe4d3f70b502af8fe72d636b38258c6,land_use,TRUE,significant_adverse,resource_specific,none,,FALSE,TRUE,FALSE,Evidence states a significant adverse/significant impact for this resource.,codex,high
a20f38badae5c9a83bd12dfde3cc684d0fc5cbca7d0bf1f10c55b63eca8a9efa,biological,TRUE,no_significant_impact,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
a20f38badae5c9a83bd12dfde3cc684d0fc5cbca7d0bf1f10c55b63eca8a9efa,soils_geology,TRUE,no_significant_impact,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
a20f38badae5c9a83bd12dfde3cc684d0fc5cbca7d0bf1f10c55b63eca8a9efa,noise,TRUE,no_significant_impact,resource_specific,noise_threshold,does_not_exceed,FALSE,TRUE,FALSE,Determination is tied to a regulatory or quantitative threshold in the evidence text.,codex,high
a20f38badae5c9a83bd12dfde3cc684d0fc5cbca7d0bf1f10c55b63eca8a9efa,transportation,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.,codex,medium
a20f38badae5c9a83bd12dfde3cc684d0fc5cbca7d0bf1f10c55b63eca8a9efa,land_use,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
a20f38badae5c9a83bd12dfde3cc684d0fc5cbca7d0bf1f10c55b63eca8a9efa,visual,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
faeb51abd41d00dcacd030dd3480a212b5226bfd61986a5da9a6c2ad2810bd44,water,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
faeb51abd41d00dcacd030dd3480a212b5226bfd61986a5da9a6c2ad2810bd44,soils_geology,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
80e0e0126f9e46e5b4e726216f21c1664b1800693fd6ffa8290bbbcfc1b4f1fa,transportation,TRUE,no_significant_impact,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
80e0e0126f9e46e5b4e726216f21c1664b1800693fd6ffa8290bbbcfc1b4f1fa,land_use,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
b93a2300aa39629bd7b6ff640b8e436e83cd3b84e831ed85a86130f29f3b4ff3,soils_geology,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
b93a2300aa39629bd7b6ff640b8e436e83cd3b84e831ed85a86130f29f3b4ff3,transportation,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
22ad0cfbea5ff7061f4ad473464f1049fca50632f235eb88b9269971d3e2f9b7,unknown,TRUE,significant_unavoidable,resource_specific,unknown,exceeds,FALSE,TRUE,TRUE,"Passage states three resource areas remain significant and unavoidable, but the resource names are outside the window.",codex,low
9989e22c950d5988efd94a0e8c82bde38b1e79cd516e2bc420e1a7a10b36cb5d,land_use,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
1e23f139c2dfc38f6dfdcacf5d212b65f9c06c68a68227aefe65d5aaeb975cb1,air_quality,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
1e23f139c2dfc38f6dfdcacf5d212b65f9c06c68a68227aefe65d5aaeb975cb1,cultural,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
1e23f139c2dfc38f6dfdcacf5d212b65f9c06c68a68227aefe65d5aaeb975cb1,soils_geology,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
1e23f139c2dfc38f6dfdcacf5d212b65f9c06c68a68227aefe65d5aaeb975cb1,transportation,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
1e23f139c2dfc38f6dfdcacf5d212b65f9c06c68a68227aefe65d5aaeb975cb1,land_use,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
eac19d4c5ab98f2f275035462783d6003be0fcdf468fa31c1c54538cfc7e32b4,socioeconomic,TRUE,no_significant_impact,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
1263d835e40dc68d636b4ba5a8ddc6c5c3df24c1e1acc23b8b983a8272e0dfcc,cultural,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
1263d835e40dc68d636b4ba5a8ddc6c5c3df24c1e1acc23b8b983a8272e0dfcc,transportation,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
1263d835e40dc68d636b4ba5a8ddc6c5c3df24c1e1acc23b8b983a8272e0dfcc,visual,TRUE,significant_unavoidable,resource_specific,none,,TRUE,TRUE,FALSE,Evidence states significant impact remains unavoidable/not fully mitigable.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
5e9882c41cbc3bd3c5c4a4ab4a4f9d828827552f4d4eafacaade1c110f38a61a,none,FALSE,not_a_determination,,,,,FALSE,FALSE,Methodology/baseline/alternatives text without an operative significance conclusion.,codex,high
99a76b61cad4213ecf87f301fc7e2c5026595ee8c49f1b7b919ecfcb1192a24a,water,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
99a76b61cad4213ecf87f301fc7e2c5026595ee8c49f1b7b919ecfcb1192a24a,biological,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
99a76b61cad4213ecf87f301fc7e2c5026595ee8c49f1b7b919ecfcb1192a24a,land_use,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
99a76b61cad4213ecf87f301fc7e2c5026595ee8c49f1b7b919ecfcb1192a24a,visual,TRUE,less_than_significant,resource_specific,visual_vrm,does_not_exceed,FALSE,TRUE,FALSE,Determination is tied to a regulatory or quantitative threshold in the evidence text.,codex,high
b37531f4610f9506a5569cad9851f91787b75a639da4f54a5854c999a97d8f75,cultural,TRUE,less_than_significant_with_mitigation,resource_specific,none,,TRUE,TRUE,FALSE,Conclusion appears dependent on committed mitigation or mitigation measures.,codex,high
b37531f4610f9506a5569cad9851f91787b75a639da4f54a5854c999a97d8f75,soils_geology,TRUE,less_than_significant_with_mitigation,resource_specific,none,,TRUE,TRUE,FALSE,Conclusion appears dependent on committed mitigation or mitigation measures.,codex,high
f829380210fc431da23d3da528b302f1047d22affcafe58523451d90755f1ff6,biological,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
f829380210fc431da23d3da528b302f1047d22affcafe58523451d90755f1ff6,noise,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
f829380210fc431da23d3da528b302f1047d22affcafe58523451d90755f1ff6,transportation,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
f829380210fc431da23d3da528b302f1047d22affcafe58523451d90755f1ff6,socioeconomic,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
f829380210fc431da23d3da528b302f1047d22affcafe58523451d90755f1ff6,public_health,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
f829380210fc431da23d3da528b302f1047d22affcafe58523451d90755f1ff6,visual,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
e6a3e8cbf39e1838e58a3c4ef6e70f90b5fd1109d07c4cb247f59eb6da782d07,land_use,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
e6a3e8cbf39e1838e58a3c4ef6e70f90b5fd1109d07c4cb247f59eb6da782d07,public_health,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
fc8edd997229dfb1dbc28736547e9780a29f3835214089545b9000e90612566e,water,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
65f0b8b5df6707dcd260d6f5a5f888bcbaa26e6c23f811a05a550f789bda057f,biological,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
65f0b8b5df6707dcd260d6f5a5f888bcbaa26e6c23f811a05a550f789bda057f,transportation,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
65f0b8b5df6707dcd260d6f5a5f888bcbaa26e6c23f811a05a550f789bda057f,land_use,TRUE,significant_adverse,resource_specific,none,,FALSE,TRUE,FALSE,Evidence states a significant adverse/significant impact for this resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
65f0b8b5df6707dcd260d6f5a5f888bcbaa26e6c23f811a05a550f789bda057f,socioeconomic,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
65f0b8b5df6707dcd260d6f5a5f888bcbaa26e6c23f811a05a550f789bda057f,public_health,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
65f0b8b5df6707dcd260d6f5a5f888bcbaa26e6c23f811a05a550f789bda057f,visual,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
30b8a248f5fb95e911b1aae31fc7d6db3baa92d21d412633b16db0402f16452a,water,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
30b8a248f5fb95e911b1aae31fc7d6db3baa92d21d412633b16db0402f16452a,biological,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
30b8a248f5fb95e911b1aae31fc7d6db3baa92d21d412633b16db0402f16452a,cultural,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
30b8a248f5fb95e911b1aae31fc7d6db3baa92d21d412633b16db0402f16452a,land_use,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
30b8a248f5fb95e911b1aae31fc7d6db3baa92d21d412633b16db0402f16452a,socioeconomic,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
3a2bf3a8b3200b37aa5af960e0611ca88de23dbfa69398e28396b99dd0f3030c,water,TRUE,less_than_significant_with_mitigation,alternative_specific,none,,TRUE,TRUE,FALSE,Conclusion appears dependent on committed mitigation or mitigation measures.,codex,high
e5c191674d1ea78ba276ec4f1fd694f288ddfad812e39aa9a81230d43a6c850a,air_quality,TRUE,significant_unavoidable,resource_specific,other_quantitative,mitigated_below,TRUE,TRUE,FALSE,Evidence states significant impact remains unavoidable/not fully mitigable.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
e5c191674d1ea78ba276ec4f1fd694f288ddfad812e39aa9a81230d43a6c850a,transportation,TRUE,significant_unavoidable,resource_specific,other_quantitative,mitigated_below,TRUE,TRUE,FALSE,Evidence states significant impact remains unavoidable/not fully mitigable.,codex,high
1dc302c2149cb5c32d85e7b1e18c19e65b55fcab3390e7333c380c700d949e1b,air_quality,TRUE,significant_adverse,alternative_specific,NAAQS,exceeds,FALSE,TRUE,FALSE,Evidence states a significant adverse/significant impact for this resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
1dc302c2149cb5c32d85e7b1e18c19e65b55fcab3390e7333c380c700d949e1b,public_health,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
210cca1a9f720448025335e68274884f82392ae383159dc8bd7c19db8fba9195,noise,TRUE,less_than_significant,resource_specific,other_quantitative,unknown,FALSE,TRUE,FALSE,Determination is tied to a regulatory or quantitative threshold in the evidence text.,codex,high
c1fb0e8454cd0fc40a3d794c62b451b0e2799a8f29ae3fb0a016f13407a015ca,land_use,TRUE,no_significant_impact,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
8b69439aad67ffef13d002cba4e7cfc43e62d577fde8e43b1bddaed336533e69,air_quality,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
8b69439aad67ffef13d002cba4e7cfc43e62d577fde8e43b1bddaed336533e69,noise,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
8b69439aad67ffef13d002cba4e7cfc43e62d577fde8e43b1bddaed336533e69,transportation,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
8b69439aad67ffef13d002cba4e7cfc43e62d577fde8e43b1bddaed336533e69,land_use,TRUE,less_than_significant,alternative_specific,other_quantitative,may_exceed,FALSE,TRUE,FALSE,Determination is tied to a regulatory or quantitative threshold in the evidence text.,codex,high
2cd5b48d261ee122d7f98e388884bbcea777f480dbf13b4483ffff8bcc616991,air_quality,TRUE,significant_unavoidable,resource_specific,none,,TRUE,TRUE,FALSE,Evidence states significant impact remains unavoidable/not fully mitigable.,codex,high
6ae344752bc1ca3ab4793537dfd99ade7db6879e5affe4bb3c6db9a9f350536d,water,TRUE,no_significant_impact,resource_specific,wetland_floodplain,unknown,FALSE,TRUE,FALSE,Determination is tied to a regulatory or quantitative threshold in the evidence text.,codex,high
6ae344752bc1ca3ab4793537dfd99ade7db6879e5affe4bb3c6db9a9f350536d,biological,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
6ae344752bc1ca3ab4793537dfd99ade7db6879e5affe4bb3c6db9a9f350536d,transportation,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
6ae344752bc1ca3ab4793537dfd99ade7db6879e5affe4bb3c6db9a9f350536d,land_use,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
6ae344752bc1ca3ab4793537dfd99ade7db6879e5affe4bb3c6db9a9f350536d,socioeconomic,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
479e801c31ad8193d03142589e8805f251dc328d3a60446f59dedde8599ba2ac,water,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
479e801c31ad8193d03142589e8805f251dc328d3a60446f59dedde8599ba2ac,biological,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.,codex,medium
479e801c31ad8193d03142589e8805f251dc328d3a60446f59dedde8599ba2ac,noise,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
479e801c31ad8193d03142589e8805f251dc328d3a60446f59dedde8599ba2ac,transportation,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
479e801c31ad8193d03142589e8805f251dc328d3a60446f59dedde8599ba2ac,land_use,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
479e801c31ad8193d03142589e8805f251dc328d3a60446f59dedde8599ba2ac,socioeconomic,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
479e801c31ad8193d03142589e8805f251dc328d3a60446f59dedde8599ba2ac,public_health,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
32a6c0a314533ae779028f59a67e54a10732f0b46c5741a059448eee68b3e31b,water,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
32a6c0a314533ae779028f59a67e54a10732f0b46c5741a059448eee68b3e31b,biological,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,Window also contains a different lower-severity conclusion for the same resource.,codex,medium
32a6c0a314533ae779028f59a67e54a10732f0b46c5741a059448eee68b3e31b,noise,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
32a6c0a314533ae779028f59a67e54a10732f0b46c5741a059448eee68b3e31b,transportation,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
32a6c0a314533ae779028f59a67e54a10732f0b46c5741a059448eee68b3e31b,land_use,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
32a6c0a314533ae779028f59a67e54a10732f0b46c5741a059448eee68b3e31b,socioeconomic,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
32a6c0a314533ae779028f59a67e54a10732f0b46c5741a059448eee68b3e31b,public_health,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
cc194e4bafdfaee9752b3b484bad7b424b45ab37d1e3a775ba0ddc9b0dca1bf3,air_quality,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
cc194e4bafdfaee9752b3b484bad7b424b45ab37d1e3a775ba0ddc9b0dca1bf3,climate_ghg,TRUE,less_than_significant,alternative_specific,none,,FALSE,TRUE,FALSE,,codex,high
cc194e4bafdfaee9752b3b484bad7b424b45ab37d1e3a775ba0ddc9b0dca1bf3,noise,TRUE,significant_adverse,alternative_specific,noise_threshold,mitigated_below,TRUE,TRUE,FALSE,Evidence states a significant adverse/significant impact for this resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
cc194e4bafdfaee9752b3b484bad7b424b45ab37d1e3a775ba0ddc9b0dca1bf3,transportation,TRUE,significant_adverse,alternative_specific,none,,TRUE,TRUE,FALSE,Evidence states a significant adverse/significant impact for this resource.,codex,high
cc194e4bafdfaee9752b3b484bad7b424b45ab37d1e3a775ba0ddc9b0dca1bf3,land_use,TRUE,significant_adverse,alternative_specific,none,,TRUE,TRUE,FALSE,Evidence states a significant adverse/significant impact for this resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
cc194e4bafdfaee9752b3b484bad7b424b45ab37d1e3a775ba0ddc9b0dca1bf3,public_health,TRUE,significant_adverse,alternative_specific,none,,TRUE,TRUE,FALSE,Evidence states a significant adverse/significant impact for this resource.; Window also contains a different lower-severity conclusion for the same resource.,codex,medium
6f6e8bffd0f550742ed2d04fd6f98056a98342d61e3973469ce3b180b5da75da,none,FALSE,not_a_determination,,,,,FALSE,FALSE,Methodology/baseline/alternatives text without an operative significance conclusion.,codex,high
934f4a982112f93c350ed97073959b07483c2d0b4893cbffc481a907c2509d22,transportation,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
934f4a982112f93c350ed97073959b07483c2d0b4893cbffc481a907c2509d22,land_use,TRUE,less_than_significant,resource_specific,none,,FALSE,TRUE,FALSE,,codex,high
